,Age,Status,Churn,Distinct Called Numbers,Percentage failed calls,Percentage SMS usage,Avg call duration,Percentage of complains vs usage,Avg nb of complains per month,Value per month
25,30,1,0,14,0.045454545454545456,0.0,0.007746478873239437,0.0,0.0,3.367058823529412
26,30,2,1,16,0.21951219512195122,0.18,0.0137123745819398,0.0,0.0,4.492571428571429
27,30,2,1,31,0.20454545454545456,0.4358974358974359,0.019400352733686066,0.01282051282051282,0.027777777777777776,6.346666666666667
28,30,2,1,2,0.0,0.0,0.015037593984962405,0.0,0.0,0.15000000000000002
29,30,1,0,6,0.04,0.0,0.01498800959232614,0.0,0.0,1.8811111111111112
30,55,1,0,22,0.030927835051546393,0.12612612612612611,0.014296241709653648,0.0,0.0,3.7645454545454546
31,45,2,1,4,0.0,0.5625,0.011146496815286623,0.0625,0.027777777777777776,1.0659722222222223
32,55,1,0,2,0.0,0.5,0.011834319526627219,0.0,0.0,0.3091666666666667
33,25,1,0,80,0.10504201680672269,0.0,0.014805598755832037,0.0,0.0,23.68016129032258
34,25,1,0,33,0.05172413793103448,0.7002583979328165,0.01665470208183776,0.0,0.0,45.239558823529414
35,25,1,0,28,0.024390243902439025,0.023809523809523808,0.022054868208714364,0.0,0.0,5.0
36,30,2,0,20,0.06818181818181818,0.4634146341463415,0.026426426426426425,0.0,0.0,6.296
37,25,1,0,23,0.11320754716981132,0.7675438596491229,0.019064748201438848,0.0,0.0,25.41625
38,25,1,0,11,0.1111111111111111,0.8427947598253275,0.02737642585551331,0.0,0.0,34.41833333333333
39,45,1,0,68,0.10256410256410256,0.43478260869565216,0.024872448979591837,0.0,0.0,4.429807692307692
40,25,2,0,7,0.44,0.2857142857142857,0.03571428571428571,0.0,0.0,2.875
41,45,2,1,3,0.0,0.6774193548387096,0.012121212121212121,0.0,0.0,2.8221153846153846
42,25,1,0,13,0.3125,0.37254901960784315,0.026122448979591838,0.0,0.0,5.6826
43,30,1,0,23,0.03278688524590164,0.11594202898550725,0.01891472868217054,0.0,0.0,6.5376
44,25,1,0,14,0.07692307692307693,0.5185185185185185,0.015339233038348082,0.0,0.0,11.3025
45,25,1,0,42,0.11347517730496454,0.37610619469026546,0.022055373064289067,0.0,0.0,39.79588235294118
46,45,1,0,40,0.07017543859649122,0.29918032786885246,0.019142505317362588,0.0,0.0,27.34
47,30,1,0,19,0.17777777777777778,0.40789473684210525,0.015772870662460567,0.0,0.0,14.995
48,30,1,0,10,0.05,0.8431372549019608,0.009111617312072893,0.0,0.0,115.24444444444445
49,30,1,1,7,0.15789473684210525,0.0,0.012768817204301076,0.0,0.0,6.697777777777778
50,30,1,0,19,0.14864864864864866,0.11904761904761904,0.016704288939051917,0.0,0.0,5.504
51,30,1,0,6,0.375,0.6,0.021164021164021163,0.0,0.0,1.5473170731707317
52,30,1,0,26,0.20634920634920634,0.8524590163934426,0.025069637883008356,0.0,0.0,39.97538461538461
53,15,1,0,37,0.18840579710144928,0.08,0.016204790981681542,0.0,0.0,6.774625
54,25,1,0,35,0.09836065573770492,0.10294117647058823,0.024867509172441907,0.0,0.0,3.61575
55,30,1,0,30,0.16470588235294117,0.30327868852459017,0.02216427640156454,0.0,0.0,7.62
56,30,1,0,20,0.16666666666666666,0.8734939759036144,0.017355371900826446,0.0,0.0,31.462
57,30,1,0,45,0.12903225806451613,0.5457875457875457,0.013514986376021798,0.0,0.0,24.81948717948718
58,30,1,0,46,0.05813953488372093,0.02824858757062147,0.012434034555049519,0.0,0.0,14.505
59,30,1,0,27,0.11627906976744186,0.07526881720430108,0.018797814207650275,0.0,0.0,5.361
60,30,1,0,14,0.09183673469387756,0.10909090909090909,0.01639344262295082,0.0,0.0,7.276000000000001
61,30,1,0,19,0.21052631578947367,0.18571428571428572,0.024804177545691905,0.0,0.0,3.655
62,30,1,0,34,0.12280701754385964,0.20557491289198607,0.015,0.0,0.0,21.328
63,30,1,0,10,0.23333333333333334,0.9420849420849421,0.009508716323296355,0.0,0.0,51.985
64,25,1,0,32,0.06486486486486487,0.45588235294117646,0.011900932775812159,0.0,0.0,36.034615384615385
65,30,1,0,28,0.06741573033707865,0.6821428571428572,0.013567073170731707,0.0,0.0,26.40923076923077
66,25,1,0,13,0.17647058823529413,0.22727272727272727,0.01818181818181818,0.0,0.0,1.6753846153846155
67,30,1,0,10,0.29411764705882354,0.5142857142857142,0.02207792207792208,0.0,0.0,2.587
68,25,1,1,2,1.0,0.625,0.05,0.125,0.02564102564102564,0.6496153846153846
69,30,1,0,45,0.046153846153846156,0.7495183044315993,0.017177589852008457,0.0,0.0,47.79282051282051
70,45,1,0,49,0.06369426751592357,0.09248554913294797,0.013622559652928417,0.0,0.0,8.514102564102565
71,25,1,0,39,0.14102564102564102,0.5916230366492147,0.01150781941575686,0.0,0.0,20.94923076923077
72,30,1,1,19,0.52,0.29577464788732394,0.04926108374384237,0.014084507042253521,0.02857142857142857,3.617142857142857
73,55,1,0,44,0.25,0.058823529411764705,0.009147212958551691,0.00980392156862745,0.02631578947368421,4.4175
74,25,1,0,26,0.15841584158415842,0.23484848484848486,0.017182715209254847,0.0,0.0,10.751447368421053
75,30,1,0,16,0.16,0.16666666666666666,0.008620689655172414,0.0,0.0,3.8055555555555554
76,30,1,1,18,0.2727272727272727,0.2413793103448276,0.014426229508196721,0.0,0.0,4.8583783783783785
77,30,1,1,33,0.2553191489361702,0.45348837209302323,0.020189003436426118,0.011627906976744186,0.02631578947368421,6.605263157894737
78,30,1,1,4,0.6,0.5,0.025906735751295335,0.0,0.0,0.7347368421052632
79,45,1,0,8,0.14285714285714285,0.15151515151515152,0.016203703703703703,0.0,0.0,1.4842105263157894
80,55,1,0,24,0.06,0.15966386554621848,0.014609203798392988,0.0,0.0,3.790714285714286
81,45,1,1,6,0.3,0.5833333333333334,0.014534883720930232,0.0,0.0,1.3802631578947369
82,55,1,0,4,0.42857142857142855,0.5625,0.017587939698492462,0.0,0.0,0.5151315789473684
83,25,1,0,82,0.11618257261410789,0.02032520325203252,0.014936473504803222,0.0,0.0,23.012727272727272
84,30,1,0,35,0.07563025210084033,0.6987341772151898,0.01693950177935943,0.002531645569620253,0.027777777777777776,38.60444444444445
85,30,1,0,30,0.058823529411764705,0.07608695652173914,0.022498676548438328,0.0,0.0,4.8031578947368425
86,30,1,0,22,0.1276595744680851,0.4777777777777778,0.027246376811594204,0.0,0.0,6.564324324324324
87,25,1,0,25,0.16071428571428573,0.7627118644067796,0.01971830985915493,0.0,0.0,24.745263157894737
88,30,1,0,13,0.1794871794871795,0.8354430379746836,0.028363636363636365,0.0,0.0,29.260689655172413
89,45,1,0,70,0.16666666666666666,0.45454545454545453,0.025798525798525797,0.0,0.0,4.616071428571429
90,30,1,0,9,0.5,0.3488372093023256,0.03684210526315789,0.0,0.0,3.1558620689655172
91,45,1,0,5,0.23076923076923078,0.6666666666666666,0.014689265536723164,0.0,0.0,3.123214285714286
92,25,1,0,15,0.37142857142857144,0.4067796610169492,0.027237354085603113,0.0,0.0,6.2
93,30,1,0,25,0.078125,0.16883116883116883,0.019482496194824964,0.0,0.0,6.887407407407408
94,25,1,0,16,0.1724137931034483,0.532258064516129,0.016524216524216526,0.0,0.0,11.439
95,25,1,0,44,0.13194444444444445,0.38461538461538464,0.022315202231520222,0.0,0.0,36.94026315789474
96,55,1,0,42,0.08620689655172414,0.30952380952380953,0.01934838207494718,0.0,0.0,14.970882352941176
97,30,1,0,21,0.22916666666666666,0.42857142857142855,0.016477857878475798,0.0,0.0,14.58
98,30,1,0,12,0.11627906976744186,0.8365019011406845,0.009662921348314606,0.0,0.0,96.33818181818182
99,30,1,1,9,0.2727272727272727,0.18518518518518517,0.014211886304909561,0.037037037037037035,0.09090909090909091,7.527272727272727
100,25,1,0,15,0.07352941176470588,0.0,0.01577726218097448,0.0,0.0,5.4725
101,25,2,0,2,0.0,0.5,0.007751937984496124,0.0,0.0,0.5594594594594594
102,25,1,0,22,0.12280701754385964,0.8613138686131386,0.02381947346427079,0.0,0.0,48.66428571428571
103,15,1,0,33,0.1111111111111111,0.0,0.015224746254229097,0.0,0.0,6.4181944444444445
104,15,1,0,31,0.0,0.0,0.02357479639948564,0.0,0.0,3.6483333333333334
105,30,1,0,26,0.10126582278481013,0.25471698113207547,0.02126514131897712,0.0,0.0,7.2155555555555555
106,30,1,0,16,0.027777777777777776,0.8860759493670886,0.01565217391304348,0.0,0.0,33.70666666666667
107,30,1,0,41,0.0847457627118644,0.5408560311284046,0.013031474323578134,0.0,0.0,26.369142857142855
108,30,1,0,42,0.024096385542168676,0.0,0.012105301538685918,0.0,0.0,15.42111111111111
109,30,1,0,23,0.05,0.0,0.017957351290684626,0.0,0.0,5.038888888888889
110,25,1,0,10,0.03260869565217391,0.02127659574468085,0.015705018777739842,0.0,0.0,7.6875
111,30,2,0,15,0.11764705882352941,0.05555555555555555,0.023415977961432508,0.018518518518518517,0.027777777777777776,2.81
112,30,1,0,30,0.0990990990990991,0.18081180811808117,0.014721485411140583,0.0,0.0,22.44666666666667
113,30,1,0,6,0.041666666666666664,0.952191235059761,0.007907742998352554,0.0,0.0,56.51
114,25,1,0,28,0.0335195530726257,0.44753086419753085,0.01160453808752026,0.0,0.0,38.70514285714286
115,30,1,0,24,0.0,0.6856060606060606,0.012888198757763975,0.0,0.0,28.140571428571427
116,25,2,0,9,0.0,0.0,0.013496932515337423,0.0,0.0,1.062
117,25,2,0,6,0.0,0.42105263157894735,0.016923076923076923,0.0,0.0,1.8262500000000002
118,25,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
119,25,1,0,41,0.0,0.7534791252485089,0.01664876476906552,0.0,0.0,58.464
120,30,1,0,45,0.026490066225165563,0.03821656050955414,0.01323980710214818,0.0,0.0,13.89257142857143
121,25,1,0,35,0.06944444444444445,0.5885714285714285,0.010814058275758487,0.0,0.0,21.895714285714288
122,25,2,1,15,0.45454545454545453,0.2,0.049162011173184354,0.0,0.0,2.959838709677419
123,45,1,0,40,0.2,0.0,0.008674698795180723,0.0,0.0,7.694852941176471
124,25,1,1,22,0.10526315789473684,0.1810344827586207,0.016498784300104204,0.0,0.0,10.526029411764705
125,30,1,0,12,0.0,0.0,0.006834532374100719,0.0,0.0,3.49875
126,25,2,1,14,0.15789473684210525,0.09523809523809523,0.012969283276450512,0.0,0.0,4.592727272727273
127,30,2,1,29,0.14634146341463414,0.4142857142857143,0.018568840579710144,0.014285714285714285,0.029411764705882353,6.057647058823529
128,30,2,1,0,0.0,0.0,0.0,inf,0.029411764705882353,0.0
129,30,1,0,4,0.0,0.0,0.013681592039800995,0.0,0.0,1.9176470588235295
130,45,1,0,20,0.0,0.08737864077669903,0.013977695167286246,0.0,0.0,6.225
131,45,2,1,2,0.0,0.5,0.007042253521126761,0.0,0.0,0.7147058823529412
132,55,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
133,25,1,0,78,0.09361702127659574,0.0,0.014673743365594755,0.0,0.0,25.21551724137931
134,25,1,0,31,0.02654867256637168,0.7018469656992085,0.016364952932657495,0.0,0.0,47.2753125
135,25,1,0,26,0.0,0.0,0.021596500820120285,0.0,0.0,4.946029411764705
136,30,2,0,18,0.0,0.44594594594594594,0.02554517133956386,0.0,0.0,5.995151515151515
137,25,1,0,21,0.06,0.7727272727272727,0.01838235294117647,0.0,0.0,26.166176470588233
138,25,1,0,9,0.030303030303030304,0.8506787330316742,0.026294820717131476,0.0,0.0,36.1584
139,45,1,0,66,0.027777777777777776,0.4098360655737705,0.023872679045092837,0.0,0.0,4.2124999999999995
140,25,2,0,5,0.36363636363636365,0.18518518518518517,0.034375,0.0,0.0,2.0916
141,45,2,1,1,0.0,0.6956521739130435,0.009150326797385621,0.043478260869565216,0.041666666666666664,2.470833333333333
142,25,1,0,11,0.2413793103448276,0.32558139534883723,0.024892703862660945,0.0,0.0,5.075217391304348
143,30,1,0,21,0.0,0.04918032786885246,0.018325434439178515,0.0,0.0,6.12695652173913
144,25,1,0,12,0.0,0.5,0.014067278287461774,0.0,0.0,11.131875
145,15,1,0,40,0.09420289855072464,0.3669724770642202,0.02179062055897679,0.0,0.0,53.06033333333333
146,45,1,0,38,0.05357142857142857,0.288135593220339,0.01893384424659078,0.0,0.0,30.463461538461537
147,30,1,0,17,0.11904761904761904,0.38235294117647056,0.015037593984962405,0.0,0.0,15.528571428571428
148,30,1,0,8,0.0,0.8502024291497976,0.008545034642032332,0.0,0.0,144.9542857142857
149,30,1,1,5,0.0,0.0,0.011204481792717087,0.0,0.0,8.251428571428571
150,30,1,0,21,0.1232876712328767,0.17045454545454544,0.01640449438202247,0.0,0.0,5.736190476190476
151,30,2,1,8,0.14285714285714285,0.7083333333333334,0.017587939698492462,0.041666666666666664,0.023255813953488372,1.958139534883721
152,30,1,0,28,0.1774193548387097,0.8561484918793504,0.024476904855902093,0.0,0.0,38.53170731707317
153,15,1,0,39,0.16176470588235295,0.13924050632911392,0.015895278167367927,0.0,0.0,7.131666666666666
154,25,1,0,37,0.06666666666666667,0.16666666666666666,0.02426202992317024,0.0,0.0,3.9996428571428573
155,30,1,0,32,0.14285714285714285,0.3333333333333333,0.02178988326848249,0.0,0.0,7.751428571428572
156,30,1,0,22,0.12195121951219512,0.8779761904761905,0.01680327868852459,0.0,0.0,30.45809523809524
157,30,1,0,47,0.11382113821138211,0.555956678700361,0.013376835236541599,0.0,0.0,24.115121951219514
158,30,1,0,48,0.04678362573099415,0.055248618784530384,0.012343896628889049,0.0,0.0,14.30857142857143
159,30,1,0,29,0.09411764705882353,0.12371134020618557,0.018498367791077257,0.0,0.0,5.6
160,30,1,0,16,0.07216494845360824,0.14912280701754385,0.01617205735245082,0.0,0.0,7.423809523809524
161,30,2,0,21,0.17857142857142858,0.24324324324324326,0.024158757549611734,0.0,0.0,3.9752380952380952
162,30,1,0,36,0.1145374449339207,0.21993127147766323,0.014914586070959263,0.0,0.0,20.806666666666665
163,30,1,0,12,0.1724137931034483,0.9444444444444444,0.009133858267716535,0.0,0.0,50.00380952380952
164,25,1,0,34,0.05434782608695652,0.46511627906976744,0.01182139415354963,0.0,0.0,34.846463414634144
165,30,1,0,30,0.045454545454545456,0.6901408450704225,0.013373860182370821,0.0,0.0,25.627317073170733
166,25,2,0,15,0.0625,0.38461538461538464,0.016753926701570682,0.0,0.0,2.163292682926829
167,30,2,0,12,0.1875,0.5897435897435898,0.020253164556962026,0.0,0.0,2.958095238095238
168,25,2,1,4,0.5,0.8333333333333334,0.025,0.0,0.0,1.187560975609756
169,30,1,0,47,0.031007751937984496,0.7533460803059273,0.017000527148128625,0.0,0.0,45.96780487804878
170,45,1,0,51,0.05128205128205128,0.11864406779661017,0.013512343005630143,0.0,0.0,8.415243902439023
171,25,1,0,41,0.11688311688311688,0.6051282051282051,0.011326860841423949,0.0,0.0,20.496951219512194
172,30,2,1,21,0.4897959183673469,0.3466666666666667,0.04734299516908213,0.013333333333333334,0.02702702702702703,3.982702702702703
173,55,1,0,46,0.23157894736842105,0.10377358490566038,0.00903471231573942,0.009433962264150943,0.025,4.39125
174,25,1,1,28,0.14,0.2647058823529412,0.0169548999660902,0.0,0.0,10.79775
175,30,1,0,18,0.08333333333333333,0.29411764705882354,0.00821917808219178,0.0,0.0,4.151578947368421
176,30,2,1,20,0.23255813953488372,0.3064516129032258,0.014006514657980456,0.0,0.0,5.141538461538461
177,30,2,1,35,0.21739130434782608,0.4888888888888889,0.019591141396933562,0.011111111111111112,0.025,6.794
178,30,2,1,6,0.25,0.7142857142857143,0.018779342723004695,0.0,0.0,1.217
179,45,1,0,10,0.07407407407407407,0.2702702702702703,0.015446224256292907,0.0,0.0,1.734375
180,55,1,0,26,0.04040404040404041,0.1951219512195122,0.014420975965040059,0.0,0.0,3.7962162162162163
181,45,2,1,8,0.1111111111111111,0.6785714285714286,0.012711864406779662,0.03571428571428571,0.025,1.6356249999999999
182,55,1,0,6,0.16666666666666666,0.7,0.014354066985645933,0.0,0.0,0.6839999999999999
183,25,1,0,84,0.10833333333333334,0.04,0.014856081708449397,0.0,0.0,22.365
184,25,1,0,37,0.059322033898305086,0.7042606516290727,0.01674946770759404,0.002506265664160401,0.02631578947368421,41.75881578947369
185,30,1,0,32,0.03571428571428571,0.125,0.022116903633491312,0.0,0.0,5.082
186,30,2,0,24,0.08695652173913043,0.5106382978723404,0.026361031518624643,0.0,0.0,6.76
187,25,1,0,27,0.12727272727272726,0.7708333333333334,0.019230769230769232,0.0,0.0,24.091874999999998
188,25,1,0,15,0.13157894736842105,0.8423236514522822,0.02724014336917563,0.0,0.0,31.54790322580645
189,45,1,0,72,0.12195121951219512,0.49382716049382713,0.02487864077669903,0.0,0.0,4.740833333333333
190,30,2,0,11,0.4444444444444444,0.425531914893617,0.03461538461538462,0.0,0.0,3.621935483870968
191,45,2,0,7,0.08333333333333333,0.7209302325581395,0.013259668508287293,0.0,0.0,3.3474999999999997
192,25,1,0,17,0.3235294117647059,0.4603174603174603,0.026053639846743294,0.0,0.0,6.5777586206896554
193,30,1,0,27,0.047619047619047616,0.2222222222222222,0.019062027231467472,0.0,0.0,7.128275862068966
194,25,1,0,18,0.10714285714285714,0.5757575757575758,0.015774647887323943,0.0,0.0,11.460681818181818
195,25,1,0,46,0.11888111888111888,0.39915966386554624,0.022091765796384985,0.0,0.0,34.534285714285716
196,55,1,0,44,0.07514450867052024,0.32421875,0.01919449683790081,0.0,0.0,13.804736842105264
197,30,1,0,23,0.19148936170212766,0.4659090909090909,0.01602454824411865,0.0,0.0,14.16
198,30,1,0,14,0.07142857142857142,0.8426966292134831,0.009395973154362415,0.0,0.0,83.11384615384615
199,30,1,1,11,0.19047619047619047,0.3225806451612903,0.013392857142857142,0.0,0.0,7.966153846153846
200,25,1,0,13,0.10144927536231885,0.0,0.016083916083916083,0.0,0.0,5.769264705882353
201,25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
202,25,1,0,20,0.15517241379310345,0.8574938574938575,0.024441635061104087,0.0,0.0,50.90590909090909
203,15,1,0,31,0.140625,0.0,0.015541525012141816,0.0,0.0,6.765
204,15,1,0,29,0.03571428571428571,0.0,0.02421098140942499,0.0,0.0,3.832205882352941
205,30,1,0,24,0.125,0.21568627450980393,0.02165087956698241,0.0,0.0,7.029411764705882
206,30,1,0,14,0.08108108108108109,0.8814102564102564,0.016228070175438595,0.0,0.0,35.078823529411764
207,30,1,0,39,0.10084033613445378,0.5296442687747036,0.013171001660210293,0.0,0.0,27.338181818181816
208,30,1,0,40,0.03592814371257485,0.0,0.012196012561162638,0.0,0.0,16.305882352941175
209,30,1,0,21,0.07407407407407407,0.0,0.01826381059751973,0.0,0.0,5.312941176470588
210,25,1,0,8,0.053763440860215055,0.0,0.01593011305241521,0.0,0.0,7.84985294117647
211,30,2,0,13,0.15384615384615385,0.0,0.024096385542168676,0.0,0.0,2.6
212,30,1,0,28,0.10762331838565023,0.1647940074906367,0.014807436918990703,0.0,0.0,23.156470588235294
213,30,1,0,4,0.12,0.9497991967871486,0.008291873963515755,0.0,0.0,59.2235294117647
214,25,1,0,26,0.044444444444444446,0.4375,0.011684518013631937,0.0,0.0,40.34318181818182
215,30,1,0,22,0.023809523809523808,0.676923076923077,0.013084112149532711,0.0,0.0,29.216969696969695
216,25,2,0,7,0.0,0.0,0.01509433962264151,0.0,0.0,1.1004545454545454
217,25,2,0,4,0.08333333333333333,0.2,0.01904761904761905,0.0,0.0,1.246764705882353
218,25,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
219,25,1,0,39,0.016,0.749498997995992,0.016828217555196555,0.0,0.0,61.29954545454545
220,30,1,0,43,0.039473684210526314,0.006535947712418301,0.013350900307422047,0.0,0.0,14.105454545454545
221,25,1,0,33,0.0958904109589041,0.5730994152046783,0.010997288339861404,0.0,0.0,22.515
222,25,2,1,13,0.4888888888888889,0.11764705882352941,0.05142857142857143,0.0,0.0,2.3586206896551727
223,45,1,0,38,0.21978021978021978,0.0,0.008788025108643167,0.0,0.0,8.1609375
224,25,1,1,20,0.125,0.14285714285714285,0.01673056814220983,0.008928571428571428,0.03125,10.4540625
225,30,1,0,10,0.0,0.0,0.007246376811594203,0.0,0.0,3.7066666666666666
226,30,2,1,12,0.20512820512820512,0.0,0.013402061855670102,0.02564102564102564,0.03225806451612903,3.8051612903225807
227,30,2,1,27,0.19047619047619047,0.36363636363636365,0.019195612431444242,0.0,0.0,5.7875
228,30,2,1,0,0.0,0.0,0.0,inf,0.03125,0.0
229,30,1,0,2,0.0,0.0,0.014483627204030227,0.0,0.0,2.01375
230,45,1,0,18,0.021052631578947368,0.04040404040404041,0.014168530947054437,0.0,0.0,6.206896551724138
231,45,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
232,55,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
233,25,1,0,76,0.1016949152542373,0.0,0.014754610815879962,0.0,0.0,27.051666666666666
234,25,1,0,29,0.043859649122807015,0.696,0.016557734204793027,0.0,0.0,49.6485
235,25,1,0,24,0.0125,0.0,0.02199010445299615,0.0,0.0,5.2284375
236,30,2,0,16,0.047619047619047616,0.4,0.026498422712933754,0.0,0.0,5.71225806451613
237,25,1,0,19,0.09803921568627451,0.7638888888888888,0.01888888888888889,0.0,0.0,27.07171875
238,25,1,0,7,0.08823529411764706,0.8433179723502304,0.027530364372469637,0.0,0.0,38.28717391304348
239,45,1,0,64,0.08108108108108109,0.3508771929824561,0.02486559139784946,0.0,0.0,4.005681818181818
240,25,2,0,3,0.43478260869565216,0.0,0.037096774193548385,0.0,0.0,1.2580434782608696
241,45,2,0,0,0.0,1.0,0.0,0.0,0.0,1.25
242,25,1,0,9,0.3,0.23076923076923078,0.026200873362445413,0.0,0.0,4.446428571428571
243,30,1,0,19,0.01694915254237288,0.0,0.01875993640699523,0.0,0.0,6.102857142857142
244,25,1,0,10,0.041666666666666664,0.42857142857142855,0.014860681114551083,0.0,0.0,11.053928571428571
245,15,1,0,38,0.1079136690647482,0.35046728971962615,0.022018057975605892,0.0,0.0,59.027692307692305
246,45,1,0,36,0.0650887573964497,0.27155172413793105,0.01908957415565345,0.0,0.0,34.82272727272727
247,30,1,0,15,0.16279069767441862,0.328125,0.015506671474936892,0.0,0.0,16.386666666666667
249,30,1,1,3,0.11764705882352941,0.0,0.012073863636363636,0.0,0.0,11.4
250,30,1,0,23,0.16049382716049382,0.19801980198019803,0.01749460043196544,0.0,0.0,6.100909090909091
251,30,2,0,10,0.3333333333333333,0.5945945945945946,0.025951557093425604,0.0,0.0,2.482666666666667
252,30,1,0,30,0.21428571428571427,0.8423423423423423,0.025801695539992626,0.0,0.0,37.37953488372093
253,15,1,0,41,0.19736842105263158,0.17391304347826086,0.01704800358905339,0.0,0.0,7.6675
254,25,1,0,39,0.11764705882352941,0.2,0.025631360723709008,0.0,0.0,4.521477272727273
255,30,1,0,34,0.17391304347826086,0.3381294964028777,0.022800495662949196,0.0,0.0,8.024545454545454
256,30,1,0,24,0.1836734693877551,0.8595988538681948,0.01870229007633588,0.0,0.0,29.69909090909091
257,30,1,0,49,0.13740458015267176,0.5482758620689655,0.013973333333333334,0.0,0.0,23.633488372093023
258,30,1,0,50,0.0670391061452514,0.07731958762886598,0.01275564740255113,0.0,0.0,14.283636363636363
259,30,1,0,31,0.12903225806451613,0.15454545454545454,0.019476439790575915,0.0,0.0,5.970909090909092
260,30,1,0,18,0.10476190476190476,0.1732283464566929,0.01699579151829071,0.0,0.0,7.711818181818182
261,30,2,0,23,0.21875,0.26436781609195403,0.025620496397117692,0.011494252873563218,0.022727272727272728,4.42
262,30,1,0,38,0.1276595744680851,0.22697368421052633,0.01525974025974026,0.0,0.0,20.486363636363635
263,30,1,0,14,0.24324324324324326,0.930841121495327,0.011028315946348734,0.0,0.0,48.35636363636363
264,25,1,0,36,0.07291666666666667,0.46218487394957986,0.012194347411876786,0.0,0.0,33.945697674418604
265,30,1,0,32,0.08333333333333333,0.6767676767676768,0.014201183431952662,0.0,0.0,25.0753488372093
266,25,2,0,17,0.20833333333333334,0.38461538461538464,0.021145374449339206,0.0,0.0,2.782674418604651
267,30,2,0,14,0.2916666666666667,0.5384615384615384,0.024742268041237112,0.0,0.0,3.4490909090909088
268,25,2,1,6,0.5,0.6,0.038461538461538464,0.0,0.0,1.852325581395349
269,30,1,0,49,0.058394160583941604,0.7444029850746269,0.017636457260556127,0.0,0.0,44.46976744186047
270,45,1,0,53,0.07317073170731707,0.1368421052631579,0.01398720682302772,0.0,0.0,8.423837209302325
271,25,1,0,43,0.15294117647058825,0.5913461538461539,0.012181140728002292,0.0,0.0,20.26360465116279
272,30,2,1,23,0.49122807017543857,0.3522727272727273,0.04691358024691358,0.011363636363636364,0.02564102564102564,4.484102564102564
273,55,1,0,48,0.2524271844660194,0.13445378151260504,0.009630668536699392,0.0,0.0,4.4278571428571425
274,25,1,0,30,0.16666666666666666,0.2751677852348993,0.017769002961500493,0.0,0.0,11.020714285714286
275,30,1,0,20,0.1875,0.3191489361702128,0.01032258064516129,0.0,0.0,4.632
